1 ;  3139 ;  5.30902e-09 ;  1 ;  182
2 ;  632 ;  1.16436e-08 ;  3 ;  180
3 ;  637 ;  1.66076e-08 ;  5 ;  178
4 ;  595 ;  3.36503e-08 ;  7 ;  176
5 ;  564 ;  4.54786e-08 ;  9 ;  174
6 ;  676 ;  4.69935e-08 ;  10 ;  173
7 ;  558 ;  6.12572e-08 ;  12 ;  171
8 ;  621 ;  6.30662e-08 ;  14 ;  169
9 ;  628 ;  7.22519e-08 ;  16 ;  167
10 ;  635 ;  6.03937e-08 ;  18 ;  165
11 ;  510 ;  7.34449e-08 ;  20 ;  163
12 ;  577 ;  7.64163e-08 ;  21 ;  162
13 ;  578 ;  7.64353e-08 ;  23 ;  160
14 ;  559 ;  7.98128e-08 ;  25 ;  158
15 ;  474 ;  7.76058e-08 ;  27 ;  156
16 ;  535 ;  8.38888e-08 ;  29 ;  154
17 ;  742 ;  8.8085e-08 ;  31 ;  152
18 ;  554 ;  8.8137e-08 ;  32 ;  151
19 ;  574 ;  9.12268e-08 ;  34 ;  149
20 ;  576 ;  9.33772e-08 ;  36 ;  147
21 ;  679 ;  9.37047e-08 ;  38 ;  145
22 ;  674 ;  9.70149e-08 ;  40 ;  143
23 ;  541 ;  1.04293e-07 ;  42 ;  141
24 ;  602 ;  1.06325e-07 ;  43 ;  140
25 ;  593 ;  1.01601e-07 ;  45 ;  138
26 ;  544 ;  1.03712e-07 ;  47 ;  136
27 ;  549 ;  1.07556e-07 ;  49 ;  134
28 ;  651 ;  1.02982e-07 ;  51 ;  132
29 ;  727 ;  1.1184e-07 ;  51 ;  132
30 ;  564 ;  1.12385e-07 ;  54 ;  129
31 ;  558 ;  1.19917e-07 ;  56 ;  127
32 ;  519 ;  1.17389e-07 ;  58 ;  125
33 ;  633 ;  1.42893e-07 ;  60 ;  123
34 ;  505 ;  1.23478e-07 ;  62 ;  121
35 ;  571 ;  1.17283e-07 ;  64 ;  119
36 ;  559 ;  1.18168e-07 ;  65 ;  118
37 ;  628 ;  1.30101e-07 ;  67 ;  116
38 ;  564 ;  1.29125e-07 ;  69 ;  114
39 ;  618 ;  1.30102e-07 ;  71 ;  112
40 ;  625 ;  1.57665e-07 ;  73 ;  110
41 ;  559 ;  1.55542e-07 ;  75 ;  108
42 ;  700 ;  1.60066e-07 ;  76 ;  107
43 ;  581 ;  1.59259e-07 ;  78 ;  105
44 ;  662 ;  1.63082e-07 ;  80 ;  103
45 ;  505 ;  1.65749e-07 ;  82 ;  101
46 ;  583 ;  1.66959e-07 ;  84 ;  99
47 ;  540 ;  1.70308e-07 ;  86 ;  97
48 ;  572 ;  1.68427e-07 ;  87 ;  96
49 ;  625 ;  1.56173e-07 ;  89 ;  94
50 ;  619 ;  1.57518e-07 ;  91 ;  92
51 ;  664 ;  1.62161e-07 ;  93 ;  90
52 ;  576 ;  1.65933e-07 ;  95 ;  88
53 ;  564 ;  1.69158e-07 ;  96 ;  87
54 ;  572 ;  1.97567e-07 ;  98 ;  85
55 ;  575 ;  2.03295e-07 ;  100 ;  83
56 ;  502 ;  2.03453e-07 ;  102 ;  81
57 ;  464 ;  2.05861e-07 ;  102 ;  81
58 ;  529 ;  1.98888e-07 ;  104 ;  79
59 ;  507 ;  2.0401e-07 ;  107 ;  76
60 ;  657 ;  2.00987e-07 ;  109 ;  74
61 ;  502 ;  2.06304e-07 ;  111 ;  72
62 ;  587 ;  2.15869e-07 ;  113 ;  70
63 ;  524 ;  2.18235e-07 ;  115 ;  68
64 ;  484 ;  2.22782e-07 ;  117 ;  66
65 ;  498 ;  2.18669e-07 ;  118 ;  65
66 ;  534 ;  2.21076e-07 ;  120 ;  63
67 ;  496 ;  2.24514e-07 ;  122 ;  61
68 ;  687 ;  2.26989e-07 ;  124 ;  59
69 ;  533 ;  2.30136e-07 ;  126 ;  57
70 ;  518 ;  2.33528e-07 ;  128 ;  55
71 ;  549 ;  2.36463e-07 ;  129 ;  54
72 ;  543 ;  2.38514e-07 ;  131 ;  52
73 ;  547 ;  2.41053e-07 ;  133 ;  50
74 ;  540 ;  2.43313e-07 ;  135 ;  48
75 ;  430 ;  2.45672e-07 ;  137 ;  46
76 ;  537 ;  2.46295e-07 ;  139 ;  44
77 ;  500 ;  2.47472e-07 ;  140 ;  43
78 ;  499 ;  2.48249e-07 ;  142 ;  41
79 ;  549 ;  2.56671e-07 ;  144 ;  39
80 ;  507 ;  2.95275e-07 ;  146 ;  37
81 ;  509 ;  3.19892e-07 ;  148 ;  35
82 ;  477 ;  3.36541e-07 ;  150 ;  33
83 ;  447 ;  3.35828e-07 ;  151 ;  32
84 ;  456 ;  3.37332e-07 ;  153 ;  30
85 ;  468 ;  3.3931e-07 ;  155 ;  28
86 ;  388 ;  3.63103e-07 ;  157 ;  26
87 ;  444 ;  4.19505e-07 ;  159 ;  24
88 ;  423 ;  4.57267e-07 ;  161 ;  22
89 ;  389 ;  4.58387e-07 ;  162 ;  21
90 ;  467 ;  4.7793e-07 ;  164 ;  19
91 ;  413 ;  4.9725e-07 ;  166 ;  17
92 ;  456 ;  5.17074e-07 ;  168 ;  15
93 ;  414 ;  5.36573e-07 ;  170 ;  13
94 ;  341 ;  5.37632e-07 ;  172 ;  11
95 ;  507 ;  5.38071e-07 ;  173 ;  10
96 ;  387 ;  5.38942e-07 ;  175 ;  8
97 ;  328 ;  5.40627e-07 ;  177 ;  6
98 ;  240 ;  5.41683e-07 ;  179 ;  4
99 ;  97 ;  5.45036e-07 ;  181 ;  2
