1 ;  36760 ;  3.50191e-07 ;  91 ;  9026
2 ;  28894 ;  5.46936e-07 ;  182 ;  8935
3 ;  27764 ;  7.34728e-07 ;  273 ;  8844
4 ;  27206 ;  8.19097e-07 ;  364 ;  8753
5 ;  27688 ;  1.02919e-06 ;  455 ;  8662
6 ;  27958 ;  1.25094e-06 ;  547 ;  8570
7 ;  27355 ;  1.38517e-06 ;  638 ;  8479
8 ;  27214 ;  1.38807e-06 ;  729 ;  8388
9 ;  27635 ;  1.57031e-06 ;  820 ;  8297
10 ;  27566 ;  1.81149e-06 ;  911 ;  8206
11 ;  28084 ;  1.89596e-06 ;  1002 ;  8115
12 ;  31161 ;  2.07806e-06 ;  1094 ;  8023
13 ;  31730 ;  2.08701e-06 ;  1185 ;  7932
14 ;  32492 ;  2.29168e-06 ;  1276 ;  7841
15 ;  32083 ;  2.42857e-06 ;  1367 ;  7750
16 ;  31527 ;  2.60233e-06 ;  1458 ;  7659
17 ;  32894 ;  2.79529e-06 ;  1549 ;  7568
18 ;  32255 ;  2.89252e-06 ;  1641 ;  7476
19 ;  32242 ;  3.02537e-06 ;  1732 ;  7385
20 ;  30343 ;  3.17711e-06 ;  1823 ;  7294
21 ;  27567 ;  3.22623e-06 ;  1914 ;  7203
22 ;  29740 ;  3.54752e-06 ;  2005 ;  7112
23 ;  27106 ;  3.51102e-06 ;  2096 ;  7021
24 ;  28362 ;  3.72038e-06 ;  2188 ;  6929
25 ;  27983 ;  3.82677e-06 ;  2279 ;  6838
26 ;  31581 ;  3.96549e-06 ;  2370 ;  6747
27 ;  28266 ;  4.14173e-06 ;  2461 ;  6656
28 ;  27596 ;  4.17577e-06 ;  2552 ;  6565
29 ;  27736 ;  4.16856e-06 ;  2552 ;  6565
30 ;  27794 ;  4.55804e-06 ;  2735 ;  6382
31 ;  31629 ;  4.5533e-06 ;  2826 ;  6291
32 ;  31668 ;  4.73904e-06 ;  2917 ;  6200
33 ;  31254 ;  4.89069e-06 ;  3008 ;  6109
34 ;  32215 ;  4.92553e-06 ;  3099 ;  6018
35 ;  32171 ;  5.09485e-06 ;  3190 ;  5927
36 ;  31700 ;  5.19946e-06 ;  3282 ;  5835
37 ;  31925 ;  5.3434e-06 ;  3373 ;  5744
38 ;  32384 ;  5.56307e-06 ;  3464 ;  5653
39 ;  32041 ;  5.58785e-06 ;  3555 ;  5562
40 ;  31316 ;  5.69677e-06 ;  3646 ;  5471
41 ;  32227 ;  5.81654e-06 ;  3737 ;  5380
42 ;  31731 ;  5.79656e-06 ;  3829 ;  5288
43 ;  30965 ;  5.97972e-06 ;  3920 ;  5197
44 ;  28350 ;  6.09687e-06 ;  4011 ;  5106
45 ;  27924 ;  6.14427e-06 ;  4102 ;  5015
46 ;  27501 ;  6.34719e-06 ;  4193 ;  4924
47 ;  27327 ;  6.38993e-06 ;  4284 ;  4833
48 ;  27662 ;  6.52972e-06 ;  4376 ;  4741
49 ;  29118 ;  6.65594e-06 ;  4467 ;  4650
50 ;  27506 ;  6.7168e-06 ;  4558 ;  4559
51 ;  27908 ;  6.8547e-06 ;  4649 ;  4468
52 ;  28267 ;  6.93496e-06 ;  4740 ;  4377
53 ;  29897 ;  7.03747e-06 ;  4832 ;  4285
54 ;  36275 ;  7.10926e-06 ;  4923 ;  4194
55 ;  39287 ;  7.25072e-06 ;  5014 ;  4103
56 ;  38100 ;  7.37074e-06 ;  5105 ;  4012
57 ;  38986 ;  7.3676e-06 ;  5105 ;  4012
58 ;  35681 ;  7.47419e-06 ;  5196 ;  3921
59 ;  32405 ;  7.68639e-06 ;  5379 ;  3738
60 ;  32373 ;  7.85451e-06 ;  5470 ;  3647
61 ;  31903 ;  8.00737e-06 ;  5561 ;  3556
62 ;  31092 ;  8.06772e-06 ;  5652 ;  3465
63 ;  27200 ;  8.19224e-06 ;  5743 ;  3374
64 ;  27349 ;  8.3027e-06 ;  5834 ;  3283
65 ;  29752 ;  8.4288e-06 ;  5926 ;  3191
66 ;  27023 ;  8.54487e-06 ;  6017 ;  3100
67 ;  27129 ;  8.66314e-06 ;  6108 ;  3009
68 ;  27607 ;  8.80034e-06 ;  6199 ;  2918
69 ;  27033 ;  8.9438e-06 ;  6290 ;  2827
70 ;  26940 ;  9.00813e-06 ;  6381 ;  2736
71 ;  27412 ;  9.16446e-06 ;  6473 ;  2644
72 ;  27618 ;  9.29012e-06 ;  6564 ;  2553
73 ;  30026 ;  9.41659e-06 ;  6655 ;  2462
74 ;  27550 ;  9.57203e-06 ;  6746 ;  2371
75 ;  30536 ;  9.67875e-06 ;  6837 ;  2280
76 ;  28017 ;  9.83714e-06 ;  6928 ;  2189
77 ;  27362 ;  9.9651e-06 ;  7020 ;  2097
78 ;  27073 ;  1.01485e-05 ;  7111 ;  2006
79 ;  27527 ;  1.03179e-05 ;  7202 ;  1915
80 ;  27478 ;  1.04594e-05 ;  7293 ;  1824
81 ;  27123 ;  1.06386e-05 ;  7384 ;  1733
82 ;  29170 ;  1.08326e-05 ;  7475 ;  1642
83 ;  27514 ;  1.09759e-05 ;  7567 ;  1550
84 ;  27968 ;  1.11697e-05 ;  7658 ;  1459
85 ;  31988 ;  1.13263e-05 ;  7749 ;  1368
86 ;  32228 ;  1.15376e-05 ;  7840 ;  1277
87 ;  31490 ;  1.17453e-05 ;  7931 ;  1186
88 ;  25752 ;  1.19308e-05 ;  8022 ;  1095
89 ;  25055 ;  1.21109e-05 ;  8114 ;  1003
90 ;  23754 ;  1.23299e-05 ;  8205 ;  912
91 ;  24589 ;  1.25651e-05 ;  8296 ;  821
92 ;  23740 ;  1.28407e-05 ;  8387 ;  730
93 ;  23001 ;  1.3125e-05 ;  8478 ;  639
94 ;  22525 ;  1.3402e-05 ;  8569 ;  548
95 ;  22272 ;  1.34883e-05 ;  8661 ;  456
96 ;  21988 ;  1.35562e-05 ;  8752 ;  365
97 ;  20657 ;  1.36278e-05 ;  8843 ;  274
98 ;  19879 ;  1.38704e-05 ;  8934 ;  183
99 ;  16559 ;  1.42624e-05 ;  9025 ;  92
